SNO.,FLOW_DATE,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS
2451,1/27/2015,35.5,113.6,906,2776
2452,1/28/2015,35.26,113.38,907,3536
2453,1/29/2015,35.26,113.38,618,468
2454,1/30/2015,35.27,113.39,744,468
2455,1/31/2015,35.27,113.39,618,468
2456,2/1/2015,35.27,113.39,618,468
2457,2/2/2015,35.26,113.38,493,468
2458,2/3/2015,35.23,113.35,340,568
2459,2/4/2015,35.19,113.32,340,568
2460,2/5/2015,35.16,113.29,340,568
2461,2/6/2015,35.14,113.27,466,568
2462,2/7/2015,35.12,113.25,466,568
2463,2/8/2015,35.09,113.22,340,568
2464,2/9/2015,35.05,113.19,340,568
2465,2/10/2015,35.02,113.16,340,568
2466,2/11/2015,34.67,112.84,366,4214
2467,2/12/2015,34.33,112.52,402,4204
2468,2/13/2015,33.96,112.17,323,4496
2469,2/14/2015,33.59,111.82,358,4481
2470,2/15/2015,33.22,111.46,268,4465
2471,2/16/2015,32.84,111.1,260,4457
2472,2/17/2015,33.51,111.74,323,4449
2473,2/18/2015,32.1,110.37,218,4434
2474,2/19/2015,31.72,110,210,4426
2475,2/20/2015,31.35,109.63,301,4418
2476,2/21/2015,30.98,109.26,286,4393
2477,2/22/2015,30.62,108.89,302,4390
2478,2/23/2015,30.25,108.51,254,4384
2479,2/24/2015,29.88,108.13,249,4379
2480,2/25/2015,29.52,107.75,306,4369
2481,2/26/2015,29.15,107.36,219,4358
2482,2/27/2015,28.78,106.97,217,4348
2483,2/28/2015,28.42,106.58,303,4342
2484,3/1/2015,28.06,106.19,298,4337
2485,3/2/2015,27.7,105.79,233,4326
2486,3/3/2015,27.65,105.74,278,465
2487,3/4/2015,27.62,105.7,183,465
2488,3/5/2015,27.58,105.66,183,465
2489,3/6/2015,27.55,105.62,183,465
2490,3/7/2015,27.52,105.59,287,465
2491,3/8/2015,27.49,105.56,287,465
2492,3/9/2015,27.46,105.53,287,465
2493,3/10/2015,27.44,105.5,287,465
2494,3/11/2015,27.42,105.48,389,463
2495,3/12/2015,27.39,105.45,282,460
2496,3/13/2015,27.21,105.25,388,2338
2497,3/14/2015,26.89,104.89,423,4013
2498,3/15/2015,26.57,104.52,380,4010
2499,3/16/2015,26.24,104.15,377,4007
2500,3/17/2015,25.91,103.77,337,4002
2501,3/18/2015,25.59,103.39,368,3996
2502,3/19/2015,25.25,103,266,3993
2503,3/20/2015,24.9,102.58,265,4190
2504,3/21/2015,24.55,102.16,262,4187
2505,3/22/2015,24.21,101.74,323,4187
2506,3/23/2015,23.86,101.32,358,4184
2507,3/24/2015,23.51,100.89,285,4181
2508,3/25/2015,23.17,100.45,266,4180
2509,3/26/2015,22.82,100.02,358,4180
2510,3/27/2015,22.48,99.57,268,4176
2511,3/28/2015,22.13,99.12,269,4173
2512,3/29/2015,21.78,98.66,256,4173
2513,3/30/2015,21.43,98.2,282,4172
2514,3/31/2015,21.08,97.73,255,4172
2515,4/1/2015,20.73,97.25,215,4171
2516,4/2/2015,20.38,96.76,223,4170
2517,4/3/2015,20.04,96.29,243,4170
2518,4/4/2015,19.82,95.98,253,1654
2519,4/5/2015,19.79,95.93,212,462
2520,4/6/2015,19.75,95.88,212,462
2521,4/7/2015,19.72,95.84,293,462
2522,4/8/2015,19.69,95.79,212,462
2523,4/9/2015,19.65,95.74,212,462
2524,4/10/2015,19.63,95.7,293,462
2525,4/11/2015,19.59,95.65,212,462
2526,4/12/2015,19.56,95.6,262,462
2527,4/13/2015,19.51,95.53,251,612
2528,4/14/2015,19.35,95.3,245,1943
2529,4/15/2015,18.99,94.78,279,4265
2530,4/16/2015,18.63,94.25,259,4262
2531,4/17/2015,18.28,93.72,315,4261
2532,4/18/2015,17.92,93.18,289,4260
2533,4/19/2015,17.57,92.63,294,4259
2534,4/20/2015,17.21,92.07,255,4259
2535,4/21/2015,16.85,91.5,281,4258
2536,4/22/2015,16.49,90.92,235,4254
2537,4/23/2015,16.14,90.33,263,4251
2538,4/24/2015,15.78,89.73,244,4250
2539,4/25/2015,15.42,89.12,241,4249
2540,4/26/2015,15.06,88.5,266,4247
2541,4/27/2015,14.71,87.87,246,4246
2542,4/28/2015,14.35,87.23,274,4245
2543,4/29/2015,14,86.58,283,4241
2544,4/30/2015,13.65,85.92,273,4237
2545,5/1/2015,13.29,85.24,260,4236
2546,5/2/2015,13.27,85.2,264,379
2547,5/3/2015,13.26,85.17,323,378
2548,5/4/2015,13.24,85.14,323,378
2549,5/5/2015,13.22,85.1,263,378
2550,5/6/2015,13.2,85.06,263,378
2551,5/7/2015,13.18,85.03,323,378
2552,5/8/2015,13.17,85,323,378
2553,5/9/2015,13.15,84.97,325,378
2554,5/10/2015,13.14,84.94,325,378
2555,5/11/2015,13.11,84.88,250,478
2556,5/12/2015,13.11,84.88,250,478
2557,5/13/2015,12.99,84.65,279,1093
2558,5/14/2015,12.75,84.18,305,2935
2559,5/15/2015,12.52,83.7,294,2933
2560,5/16/2015,12.28,83.22,323,2932
2561,5/17/2015,12.05,82.74,365,2931
2562,5/18/2015,11.89,82.4,1172,2930
2563,5/19/2015,11.75,82.12,501,1929
2564,5/20/2015,11.69,82,618,1164
2565,5/21/2015,11.69,82,481,369
2566,5/22/2015,11.71,82.03,650,369
2567,5/23/2015,11.65,81.9,511,1098
2568,5/24/2015,11.34,81.23,453,3924
2569,5/25/2015,11.03,80.55,466,3920
2570,5/26/2015,10.72,79.85,415,3912
2571,5/27/2015,10.41,79.14,445,3906
2572,5/28/2015,10.14,78.49,820,3901
2573,5/29/2015,9.85,72.23,624,3896
2574,5/30/2015,9.6,77.19,922,2898
2575,5/31/2015,9.41,80.55,823,2898
2576,6/1/2015,9.24,76.27,942,2898
2577,6/2/2015,9.25,76.3,652,438
2578,6/3/2015,9.26,76.34,698,438
2579,6/4/2015,9.29,76.4,790,439
2580,6/5/2015,9.33,76.5,872,339
2581,6/6/2015,9.36,76.58,681,239
2582,6/7/2015,9.38,76.63,544,239
2583,6/8/2015,9.39,76.67,499,239
2584,6/9/2015,9.41,76.71,498,239
2585,6/10/2015,9.42,76.74,453,239
2586,6/11/2015,9.43,76.76,407,239
2587,6/12/2015,9.44,76.78,407,239
2588,6/13/2015,9.44,76.8,407,239
2589,6/14/2015,9.46,76.83,453,239
2590,6/15/2015,9.47,76.87,499,239
2591,6/16/2015,9.48,76.89,407,239
2592,6/17/2015,9.5,76.93,499,240
2593,6/18/2015,9.52,76.98,541,240
2594,6/19/2015,9.56,77.1,876,240
2595,6/20/2015,9.63,77.26,1069,240
2596,6/21/2015,9.83,77.75,2625,241
2597,6/22/2015,10.96,80.4,13469,252
2598,6/23/2015,13.17,85,25877,280
2599,6/24/2015,15.35,89,29363,4014
2600,6/25/2015,16.91,91.6,27569,9344
2601,6/26/2015,18.63,94.25,28248,8254
2602,6/27/2015,20.7,97.2,28444,351
2603,6/28/2015,23.81,101.25,36510,361
2604,6/29/2015,26.64,104.6,33287,384
2605,6/30/2015,28.26,106.4,19349,419
2606,7/1/2015,29,107.2,9209,438
2607,7/2/2015,29.38,107.6,4972,452
2608,7/3/2015,29.76,108,4982,462
2609,7/4/2015,30.05,108.3,5033,1523
2610,7/5/2015,30.21,108.47,3575,1523
2611,7/6/2015,30.34,108.6,3333,1729
2612,7/7/2015,30.39,108.65,2438,1731
2613,7/8/2015,30.41,108.67,2101,1731
2614,7/9/2015,30.42,108.68,1988,1731
2615,7/10/2015,30.42,108.68,2210,2064
2616,7/11/2015,30.36,108.62,2600,3129
2617,7/12/2015,30.41,108.67,3939,3233
2618,7/13/2015,30.56,108.83,5173,3233
2619,7/14/2015,30.67,108.94,4625,3246
2620,7/15/2015,30.64,108.91,3370,3561
2621,7/16/2015,30.53,108.8,2642,3732
2622,7/17/2015,30.27,108.53,2891,5776
2623,7/18/2015,29.69,107.93,2557,9126
2624,7/19/2015,29.19,107.4,3372,9033
2625,7/20/2015,29.76,108,15735,9035
2626,7/21/2015,30.97,109.25,23443,9214
2627,7/22/2015,31.55,109.83,16266,9460
2628,7/23/2015,31.68,109.96,12174,10543
2629,7/24/2015,31.47,109.75,9713,11992
2630,7/25/2015,31.12,109.4,7177,11065
2631,7/26/2015,30.73,109,5911,10375
2632,7/27/2015,30.34,108.6,5731,10087
2633,7/28/2015,29.9,108.15,5089,10005
2634,7/29/2015,29.47,107.7,5017,9853
2635,8/2/2015,28.23,106.37,1622,4690
2636,8/3/2015,27.91,106.02,1231,4832
2637,8/4/2015,27.55,105.63,888,4823
2638,8/5/2015,27.18,105.21,823,5067
2639,7/30/2015,29.08,107.28,5352,9820
2640,7/31/2015,28.72,106.9,3539,7543
2641,8/1/2015,28.51,106.67,2064,4393
2642,8/6/2015,27.18,105.21,823,5067
2643,8/7/2015,26.99,105,1383,3437
2644,8/8/2015,27.03,105.05,2662,2007
2645,8/9/2015,27.39,105.45,6311,2009
2646,8/10/2015,27.93,106.05,8417,2016
2647,8/11/2015,28.37,106.52,7188,2029
2648,8/12/2015,28.64,106.82,5381,2037
2649,8/13/2015,29.19,107.4,9332,5358
2650,8/14/2015,29.4,107.62,9991,7441
2651,8/15/2015,29.66,107.9,12953,9896
2652,8/16/2015,29.69,107.93,11558,11089
2653,8/17/2015,29.67,107.91,9994,10072
2654,8/18/2015,29.87,108.12,12206,9732
2655,8/19/2015,30,108.25,14201,12597
2656,8/20/2015,30,108.25,15030,14896
2657,8/21/2015,29.66,107.9,18324,14092
2658,8/22/2015,29.2,107.41,8333,13567
2659,8/23/2015,28.88,107.07,10742,14334
2660,8/24/2015,28.27,106.41,10295,17236
2661,8/25/2015,27.46,105.53,7334,16381
2662,8/26/2015,27.12,105.15,9343,13179
2663,8/27/2015,26.94,104.95,6959,8907
2664,8/28/2015,26.92,104.92,8208,8392
2665,8/29/2015,26.78,104.76,7250,8756
2666,8/30/2015,26.47,104.41,4367,7805
2667,8/31/2015,26.15,104.05,3382,6921
2668,9/1/2015,25.83,103.67,2585,6257
2669,9/2/2015,25.53,103.33,2317,5560
2670,9/3/2015,25.3,103.05,2234,4882
2671,9/4/2015,25.3,103.05,2500,2373
2672,9/5/2015,25.38,103.15,2851,1732
2673,9/6/2015,25.68,103.5,5331,1735
2674,9/7/2015,26.35,104.28,9673,1741
2675,9/8/2015,26.9,104.9,8186,1750
2676,9/9/2015,27.33,105.38,6867,1757
2677,9/10/2015,27.98,106.1,9431,1766
2678,9/11/2015,28.4,106.56,6955,1904
2679,9/12/2015,28.61,106.78,4755,2287
2680,9/13/2015,28.76,106.95,4241,2287
2681,9/14/2015,28.85,107.04,3407,2295
2682,9/15/2015,28.77,106.96,2849,3574
2683,9/16/2015,28.53,106.7,3463,6104
2684,9/17/2015,28.26,106.4,3405,6473
2685,9/18/2015,28.03,106.15,3470,6003
2686,9/19/2015,27.83,105.94,5068,7158
2687,9/20/2015,27.5,105.57,4564,8287
2688,9/21/2015,27.12,105.15,4014,8258
2689,9/22/2015,26.99,105,6802,8232
2690,9/23/2015,26.82,104.81,6419,8220
2691,9/24/2015,26.43,104.37,5403,9747
2692,9/25/2015,25.79,103.63,6808,14016
2693,9/26/2015,25.36,103.12,11072,15999
2694,9/27/2015,25.13,102.85,12627,15111
2695,9/28/2015,25.17,102.9,15042,14434
2696,9/29/2015,25.34,103.1,12980,10896
2697,9/30/2015,25.56,103.36,10343,7638
2698,10/1/2015,26.08,103.97,12700,6525
2699,10/2/2015,26.45,104.39,10510,6087
2700,10/3/2015,26.6,104.56,7219,5329
2701,10/4/2015,26.58,104.54,4381,4423
2702,10/5/2015,26.99,105,9310,4472
2703,10/6/2015,27.44,105.5,8458,3082
2704,10/7/2015,28.18,106.32,9215,418
2705,10/8/2015,28.66,106.84,6160,80358
2706,10/9/2015,28.98,107.18,4298,80729
2707,10/10/2015,29.34,107.56,4785,81142
2708,10/11/2015,29.63,107.87,4152,81501
2709,10/12/2015,30,108.25,5374,81965
2710,10/13/2015,30.37,108.63,5417,82433
2711,10/14/2015,30.58,108.85,4559,82827
2712,10/15/2015,30.5,108.77,3467,4187
2713,10/16/2015,30.37,108.63,3795,5187
2714,10/17/2015,30.16,108.42,3006,5185
2715,10/18/2015,29.98,108.23,3223,5177
2716,10/19/2015,29.71,107.95,2224,5174
2717,10/20/2015,29.43,107.65,2055,5165
2718,10/21/2015,29.17,107.38,2381,5163
2719,10/22/2015,28.89,107.08,2044,5154
2720,10/23/2015,28.59,106.76,1876,5146
2721,10/24/2015,28.28,106.43,1784,5140
2722,10/25/2015,27.94,106.06,1348,5132
2723,10/26/2015,27.58,105.66,1305,5323
2724,10/27/2015,27.25,105.29,1625,5317
2725,10/28/2015,26.93,104.93,1743,5313
2726,10/29/2015,26.88,104.88,4305,4652
2727,10/30/2015,26.74,104.72,3560,5025
2728,10/31/2015,26.62,104.58,3596,4858
2729,11/1/2015,26.47,104.41,3286,4853
2730,11/2/2015,26.72,104.7,6862,3558
2731,11/3/2015,27.39,105.45,10491,2617
2732,11/4/2015,28.15,106.28,12069,3210
2733,11/5/2015,29.04,107.24,12000,1542
2734,11/6/2015,29.93,108.18,10942,460
2735,11/7/2015,30.3,108.56,4883,474
2736,11/8/2015,30.58,108.85,3880,481
2737,11/9/2015,30.77,109.04,3274,985
2738,11/10/2015,31.04,109.32,4485,1118
2739,11/11/2015,31.4,109.68,4793,505
2740,11/12/2015,31.8,110.08,5508,738
2741,11/13/2015,32.1,110.37,4392,825
2742,11/14/2015,32.21,110.48,3273,1825
2743,11/15/2015,32.38,110.65,4290,2137
2744,11/16/2015,32.61,110.89,4883,2141
2745,11/17/2015,32.74,111,3880,2196
2746,11/18/2015,32.59,110.86,2616,4114
2747,11/19/2015,32.42,110.69,3397,5248
2748,11/20/2015,32.4,110.67,3669,3752
2749,11/21/2015,32.34,110.61,3197,3752
2750,11/22/2015,32.35,110.62,2832,2562
2751,11/23/2015,32.4,110.67,3083,2349
2752,11/24/2015,32.49,110.76,3560,2349
2753,11/25/2015,32.54,110.81,3089,2350
2754,11/26/2015,32.48,110.75,2294,2850
2755,11/27/2015,32.33,110.6,1985,3601
2756,11/28/2015,32.12,110.39,2026,4348
2757,11/29/2015,31.87,110.15,1661,4336
2758,11/30/2015,31.65,109.93,1912,4333
2759,12/1/2015,31.44,109.72,2043,4321
2760,12/2/2015,31.33,109.61,2603,3720
2761,12/3/2015,31.33,109.61,2587,2439
2762,12/4/2015,31.47,109.75,2416,659
2763,12/5/2015,31.62,109.9,2532,659
2764,12/6/2015,31.72,110,1962,664
2765,12/7/2015,31.8,110.08,1768,675
2766,12/8/2015,31.88,110.16,1768,675
2767,12/9/2015,31.97,110.25,1886,675
2768,12/10/2015,31.87,110.15,1910,2935
2769,12/11/2015,31.64,109.92,1794,4329
2770,12/12/2015,31.36,109.64,1744,4816
2771,12/13/2015,31.1,109.38,1969,4811
2772,12/14/2015,30.82,109.1,1728,4799
2773,12/15/2015,30.58,108.85,2105,4791
2774,12/16/2015,30.31,108.57,1791,4787
2775,12/17/2015,30.06,108.31,1634,4406
2776,12/18/2015,29.8,108.05,1305,4077
2777,12/19/2015,29.64,107.88,1214,2946
2778,12/20/2015,29.52,107.75,1176,2469
2779,12/21/2015,29.28,107.5,1358,3965
2780,12/22/2015,29.03,107.23,1131,3957
2781,12/23/2015,28.81,107,1068,3456
2782,12/24/2015,28.68,106.86,580,1948
2783,12/25/2015,28.57,106.74,791,1945
2784,12/26/2015,28.47,106.63,898,1945
2785,12/27/2015,28.36,106.51,790,1944
2786,12/28/2015,28.27,106.41,996,1937
2787,12/29/2015,28.21,106.35,1421,1934
2788,12/30/2015,28.12,106.25,1250,2191
2789,12/31/2015,28.01,106.13,1036,2191
2790,7/9/2014,11.66,81.92,301,351
2791,7/10/2014,11.74,82.1,302,352
2792,7/11/2014,11.85,82.32,303,353
2793,7/12/2014,11.93,82.5,305,355
2794,7/13/2014,12.1,82.85,306,356
2795,7/14/2014,12.59,83.85,310,360
2796,7/15/2014,14.04,86.65,1453,1503
2797,7/16/2014,15.58,89.4,24579,6602
2798,7/17/2014,16.73,91.3,25747,12423
2799,7/18/2014,18.2,93.6,27506,10381
2800,7/19/2014,19.76,95.9,29190,10964
2801,7/20/2014,21.02,97.65,26211,11525
2802,7/21/2014,22.61,99.75,24649,6138
2803,7/22/2014,24.75,102.4,26167,1340
2804,7/23/2014,27.17,105.2,33132,200
2805,7/24/2014,29.19,107.4,30129,200
2806,7/25/2014,31.52,109.8,34956,200
2807,7/26/2014,33.31,111.55,32359,200
2808,7/27/2014,34.42,112.6,25656,200
2809,7/28/2014,34.85,113,17941,200
2810,7/29/2014,35.55,113.65,18797,200
2811,7/30/2014,35.94,114,12548,7974
2812,7/31/2014,36.33,114.35,12730,8049
2813,8/1/2014,36.72,114.7,13977,9297
2814,8/2/2014,38.49,116.25,30191,9517
2815,8/3/2014,40.87,118.25,44163,16423
2816,8/4/2014,42.1,119.25,34617,20181
2817,8/5/2014,44.98,121.5,46964,13514
2818,8/6/2014,48.34,124,47057,7986
2819,8/7/2014,49.45,124.8,43058,29930
2820,8/8/2014,49.24,124.65,58945,61157
2821,8/9/2014,47.86,123.65,48881,64709
2822,8/10/2014,47.65,123.5,29045,31213
2823,8/11/2014,48.4,124.05,16115,7196
2824,8/12/2014,49.17,124.6,15166,6075
2825,8/13/2014,49.45,124.8,11355,7917
2826,8/14/2014,49.45,124.8,12269,12062
2827,8/15/2014,49.45,124.8,17335,17127
2828,8/16/2014,49.45,124.8,11909,11701
2829,8/17/2014,49.33,124.71,7382,8628
2830,8/18/2014,49.17,124.6,4606,6175
2831,8/19/2014,49.21,124.63,6868,6175
2832,8/20/2014,49.17,124.6,5882,6175
2833,8/21/2014,49.03,124.5,4751,6175
2834,8/22/2014,48.8,124.33,3621,6175
2835,8/23/2014,48.49,124.11,2813,6175
2836,8/24/2014,48.25,123.94,3662,6161
2837,8/25/2014,48.1,123.83,4569,6119
2838,8/26/2014,47.83,123.63,3146,6119
2839,8/27/2014,47.52,123.4,2659,6107
2840,8/28/2014,47.15,123.13,1989,6069
2841,8/29/2014,46.77,122.85,1906,6057
2842,8/30/2014,46.43,122.6,2332,6018
2843,8/31/2014,46.19,122.42,3405,6007
2844,9/1/2014,46.34,122.53,7857,5985
2845,9/2/2014,47.43,123.34,18885,6031
2846,9/3/2014,48.89,124.4,23227,6121
2847,9/4/2014,49.45,124.8,19283,12615
2848,9/5/2014,49.45,124.8,17435,17227
2849,9/6/2014,49.45,124.8,17435,17227
2850,9/7/2014,49.45,124.8,15133,14925
2851,9/8/2014,49.45,124.8,10067,9859
2852,9/9/2014,49.45,124.8,12830,12622
2853,9/10/2014,49.45,124.8,15593,15385
2854,9/11/2014,49.45,124.8,12830,12622
2855,9/12/2014,49.45,124.8,7304,7096
2856,9/13/2014,49.45,124.8,6383,6175
2857,9/14/2014,49.45,124.8,6383,6175
2858,9/15/2014,49.45,124.8,6383,6175
2859,9/16/2014,49.45,124.8,6383,6175
2860,9/17/2014,49.42,124.78,6060,6175
2861,9/18/2014,49.34,124.72,5414,6175
2862,9/19/2014,49.2,124.62,4768,6175
2863,9/20/2014,49.03,124.5,4445,6175
2864,9/21/2014,48.87,124.38,4445,6175
2865,9/22/2014,48.66,124.23,3960,6175
2866,9/23/2014,48.47,124.1,4283,6175
2867,9/24/2014,48.54,124.15,7116,6100
2868,9/25/2014,49.45,124.8,15735,5027
2869,9/26/2014,49.45,124.8,14358,14151
2870,9/27/2014,49.45,124.8,19807,19600
2871,9/28/2014,49.45,124.8,14139,13930
2872,9/29/2014,49.45,124.8,8076,7867
2873,9/30/2014,49.45,124.8,6810,6601
2874,10/1/2014,49.45,124.8,11415,11206
2875,10/2/2014,49.45,124.8,10657,10400
2876,10/3/2014,49.45,124.8,6283,6025
2877,10/4/2014,49.45,124.8,6283,6025
2878,10/5/2014,49.45,124.8,6283,6025
2879,10/6/2014,49.33,124.71,226,6100
2880,10/7/2014,49.31,124.69,225,6000
2881,10/8/2014,49.4,124.76,7723,6175
2882,10/9/2014,49.45,124.8,5212,4309
2883,10/10/2014,49.45,124.8,7628,7371
2884,10/11/2014,49.45,124.8,11732,11476
2885,10/12/2014,49.45,124.8,12653,12397
2886,10/13/2014,49.45,124.8,12653,12397
2887,10/14/2014,49.45,124.8,8048,7792
2888,10/15/2014,49.45,124.8,5285,5029
2889,10/16/2014,49.38,124.75,4478,5029
2890,10/17/2014,49.26,124.66,1990,3187
2891,10/18/2014,49.13,124.57,3579,4777
2892,10/19/2014,49.06,124.52,4225,4777
2893,10/20/2014,49.05,124.51,4571,4477
2894,10/21/2014,49.05,124.51,4433,4177
2895,10/22/2014,49.02,124.49,4109,4177
2896,10/23/2014,49.01,124.48,4271,4177
2897,10/24/2014,48.88,124.39,2979,4177
2898,10/25/2014,48.8,124.33,3463,4177
2899,10/26/2014,48.89,124.4,5314,3679
2900,10/27/2014,49.07,124.53,6284,4177
2901,10/28/2014,49.35,124.73,7663,4177
2902,10/29/2014,49.45,124.8,5152,3773
2903,10/30/2014,49.45,124.8,4275,4019
2904,10/31/2014,49.45,124.8,4275,4019
2905,11/1/2014,49.45,124.8,3354,3098
2906,11/2/2014,49.45,124.8,2385,2177
2907,11/3/2014,49.45,124.8,2385,2177
2908,11/4/2014,49.45,124.8,2385,2177
2909,11/5/2014,49.45,124.8,2385,2177
2910,11/6/2014,49.41,124.77,2276,2552
2911,11/7/2014,49.31,124.7,2006,2927
2912,11/8/2014,49.2,124.62,1845,2927
2913,11/9/2014,49.07,124.53,1603,2927
2914,11/10/2014,48.94,124.43,1522,2927
2915,11/11/2014,48.8,124.33,1672,3027
2916,11/12/2014,48.49,124.11,1683,5027
2917,11/13/2014,48.2,123.9,1897,5013
2918,11/14/2014,47.91,123.69,1854,4971
2919,11/15/2014,47.62,123.48,1842,4959
2920,11/16/2014,47.35,123.28,1963,4921
2921,11/17/2014,47.06,123.07,1804,4921
2922,11/18/2014,46.78,122.86,1811,4884
2923,11/19/2014,46.5,122.65,1820,4870
2924,11/20/2014,46.23,122.45,1964,4859
2925,11/21/2014,45.95,122.24,1775,4825
2926,11/22/2014,45.66,122.02,1620,4825
2927,11/23/2014,45.38,121.81,1803,4795
2928,11/24/2014,45.11,121.6,1798,4776
2929,11/25/2014,44.83,121.39,1788,4774
2930,11/26/2014,44.56,121.18,1758,4744
2931,11/27/2014,44.28,120.97,1757,4734
2932,11/28/2014,44.03,120.77,1681,4455
2933,11/29/2014,43.77,120.57,1681,4455
2934,11/30/2014,43.52,120.37,1654,4455
2935,12/1/2014,43.26,120.17,1631,4419
2936,12/2/2014,43.26,120.17,1631,4419
2937,12/3/2014,42.75,119.77,1674,4384
2938,12/4/2014,42.44,119.52,1694,5130
2939,12/5/2014,42.14,119.28,1816,5108
2940,12/6/2014,41.87,119.06,2099,5100
2941,12/7/2014,41.58,118.83,1984,5078
2942,12/8/2014,41.3,118.6,1994,5070
2943,12/9/2014,41.03,118.38,2117,5051
2944,12/10/2014,41.03,118.38,2117,5051
2945,12/11/2014,40.76,118.16,4789,4747
2946,12/12/2014,40.91,118.28,6334,4449
2947,12/13/2014,41.01,118.36,5767,4449
2948,12/14/2014,41.12,118.45,5909,4449
2949,12/15/2014,41.21,118.53,5774,4456
2950,12/16/2014,41.3,118.6,5650,4474
2951,12/17/2014,41.35,118.64,5225,4474
2952,12/18/2014,41.39,118.67,5083,4474
2953,12/19/2014,41.31,118.61,3808,4474
2954,12/20/2014,41.22,118.53,3510,4474
2955,12/21/2014,41.09,118.43,3596,4846
2956,12/22/2014,40.99,118.35,3873,4839
2957,12/23/2014,40.87,118.25,3590,4839
2958,12/24/2014,40.77,118.17,3624,4589
2959,12/25/2014,40.66,118.08,3482,4589
2960,12/26/2014,40.57,118,3334,4289
2961,12/27/2014,40.52,117.96,3877,4267
2962,12/28/2014,40.42,117.88,3315,4259
2963,12/29/2014,40.29,117.77,2899,4259
2964,12/30/2014,40.09,117.6,2472,4664
2965,12/31/2014,40.09,117.6,2472,4664
2966,1/22/2013,11.49,81.55,411,348
2967,1/23/2013,11.48,81.54,358,348
2968,1/24/2013,11.48,81.53,358,348
2969,1/25/2013,11.48,81.53,411,348
2970,1/26/2013,11.47,81.51,304,348
2971,1/27/2013,11.46,81.5,358,348
2972,1/28/2013,11.46,81.49,358,348
2973,1/29/2013,11.45,81.47,304,348
2974,1/30/2013,11.45,81.46,358,348
2975,1/31/2013,11.44,81.45,358,348
2976,2/1/2013,11.43,81.43,304,348
2977,2/2/2013,12.14,82.93,1145,357
2978,2/3/2013,11.42,81.41,353,348
2979,2/4/2013,11.41,81.39,305,348
2980,1/1/2020,45.16,121.64,1388,1208
2981,1/2/2020,45.16,121.64,1404,1208
2982,1/3/2020,45.13,121.62,1101,1208
2983,1/4/2020,45.08,121.58,798,1208
2984,1/5/2020,45.03,121.54,798,1208
2985,1/6/2020,44.96,121.49,636,1198
2986,1/7/2020,44.9,121.44,606,1168
2987,1/8/2020,44.82,121.38,454,1167
2988,1/9/2020,44.74,121.32,454,1167
2989,1/10/2020,44.66,121.26,454,1167
2990,1/11/2020,44.6,121.21,605,1167
2991,1/12/2020,44.53,121.16,605,1167
2992,1/13/2020,44.45,121.1,454,1167
2993,1/14/2020,44.29,120.97,372,2137
2994,1/15/2020,43.9,120.67,285,4538
2995,1/16/2020,43.52,120.37,274,4527
2996,1/17/2020,43.14,120.08,430,4550
2997,1/18/2020,42.78,119.79,418,4473
2998,1/19/2020,42.43,119.51,328,4213
2999,1/20/2020,42.1,119.25,344,3940
3000,1/21/2020,41.79,119,332,3781
3001,1/22/2020,41.51,118.77,617,3708
3002,1/23/2020,41.24,118.55,750,3700
3003,1/24/2020,40.95,118.31,648,3881
3004,1/25/2020,40.65,118.07,641,3874
3005,1/26/2020,40.35,117.82,531,3851
3006,1/27/2020,40.06,117.58,682,3843
3007,1/28/2020,39.78,117.34,554,3715
3008,1/29/2020,39.5,117.11,686,3708
3009,1/30/2020,39.22,116.87,567,3690
3010,1/31/2020,38.92,116.62,456,3682
3011,2/1/2020,38.64,116.38,585,3676
3012,2/2/2020,38.48,116.24,524,2259
3013,2/3/2020,38.43,116.2,476,857
3014,2/4/2020,38.39,116.16,476,857
3015,2/5/2020,38.35,116.13,612,857
3016,2/6/2020,38.32,116.1,612,857
3017,2/7/2020,38.27,116.06,476,857
3018,2/8/2020,38.22,116.02,476,857
3019,2/9/2020,38.18,115.98,472,847
3020,2/10/2020,38.14,115.95,597,836
3021,2/11/2020,38.11,115.92,597,836
3022,2/12/2020,38.06,115.88,464,836
3023,2/13/2020,38.02,115.84,464,836
3024,2/14/2020,37.76,115.62,434,3188
3025,2/15/2020,37.49,115.38,610,3628
3026,2/16/2020,37.21,115.14,599,3617
3027,2/17/2020,36.94,114.9,616,3607
3028,2/18/2020,36.67,114.66,460,3410
3029,2/19/2020,36.41,114.42,450,3400
3030,2/20/2020,36.14,114.18,439,3389
3031,2/21/2020,35.87,113.94,447,3379
3032,2/22/2020,35.61,113.7,486,3368
3033,2/23/2020,35.34,113.45,352,3360
3034,2/24/2020,35.05,113.19,217,3352
3035,2/25/2020,34.77,112.93,227,3342
3036,2/26/2020,34.39,112.57,314,4610
3037,2/27/2020,33.89,112.1,217,5871
3038,2/28/2020,33.38,111.62,166,5838
3039,2/29/2020,33.07,111.32,248,3721
3040,3/1/2020,32.79,111.05,172,3283
3041,3/2/2020,32.72,110.98,631,1326
3042,3/3/2020,32.74,111,912,524
3043,3/4/2020,32.74,111,684,531
3044,3/5/2020,32.7,110.96,205,524
3045,3/6/2020,32.65,110.91,80,516
3046,3/7/2020,32.59,110.86,80,516
3047,3/8/2020,32.54,110.81,80,516
3048,3/9/2020,32.48,110.75,162,716
